,0,1,2
intercept,-0.3691349308250569,0.01277669955391614,0.35635823127113986
 Ethyl Acetate,-0.20031789344279333,-0.21377320515787085,0.4140910986006642
Ethanol,-0.1831716128278459,0.0020714863158038744,0.18110012651203986
"Propanoic acid, ethyl ester",-0.06691675459852436,0.12928592276561282,-0.06236916816708828
2-Pentanone,0.05662054987050059,-0.05111863695633416,-0.005501912914166846
Decane,0.1383039847514219,-0.4027877792102974,0.2644837944588767
Methyl Isobutyl Ketone,0.11226594010240219,-0.3659031039117712,0.25363716380937074
Amylene hydrate,0.0329720654159665,-0.046013032013347034,0.013040966597380313
"Butanoic acid, 2-methyl-, methyl ester",0.12270740497584788,-0.14469887500957726,0.02199147003372969
Isobutyl acetate,0.10179915280715027,-0.010088657007014525,-0.09171049580013615
Methyl isovalerate,0.11830367107208754,0.070928706776845,-0.18923237784893265
1-Propanol,0.14973034514051156,-0.037450403151246155,-0.1122799419892665
Methyl thiolacetate,-0.0014484551640104454,0.3423481955863313,-0.34089974042232174
"Butanoic acid, 2-methyl-, ethyl ester",-0.09590937148671946,0.3219212668202397,-0.2260118953335212
2-Hexanone,0.11379038977561803,0.139966452302534,-0.2537568420781523
Ethyl isocyanide,-0.045457099644759,0.257952556178913,-0.21249545653415444
"1-Propanol, 2-methyl-",-0.046515999115880065,-0.11977122453799716,0.16628722365387652
"2-Pentanol, 2-methyl-",-0.044694441037556445,-0.04254348661544935,0.08723792765300588
2-Pentanol,0.015120523738984148,-0.07397514864392397,0.05885462490494085
"1-Butanol, 3-methyl-, acetate",-0.04214591982526872,0.18167809022472858,-0.13953217039946003
1 - Undecene,-0.016118534900131477,0.015841599302221548,0.00027693559791023187
1-Butanol,0.0006856637444243988,0.1380495699487562,-0.1387352336931818
2-Heptanone,-0.013143895478631188,-0.03735645289905977,0.05050034837769034
Dodecane,-0.010797827429906757,-0.0186499515005736,0.029447778930480506
"1-Butanol, 3-methyl-",-0.10763939788805428,0.10936677577917989,-0.001727377891125142
 S-Methyl 3-methylbutanethioate,-0.1662711375747707,0.012573627295644551,0.15369751027912637
"2-Heptanone, 4,6-dimethyl-",-0.017418569149276655,-0.04981600775770404,0.06723457690698151
" 3-Buten-1-ol, 3-methyl-",-0.15038674424736675,0.08407811052944472,0.06630863371792166
"Thiocyanic acid, methyl ester",0.10404081698312719,-0.1703520029951637,0.0663111860120372
Acetoin,-0.15710869028041688,0.40758968218383806,-0.2504809919034222
"1-Pentanol, 2-methyl-",0.012859221299027578,0.056502773683206636,-0.0693619949822344
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",-0.17418780135572934,-0.04613755025412421,0.22032535160985364
"2-Heptanol, 4-methyl-",-0.06888557393430671,-0.22784026431139073,0.29672583824569837
2-Nonanone ,-0.11182058494133419,0.1413548618520281,-0.029534276910693828
Acetic acid,-0.09467749364089076,-0.21561024807650495,0.3102877417173959
2-Nonanol,-0.08244535224428386,0.07444679115416473,0.007998561090118903
Pyrrole,-0.2612771058591395,0.40389166387121705,-0.14261455801207787
"1H-Pyrrole, 2-methyl-",-0.29742179530962237,0.26392156290812985,0.03350023240149256
"1-Heptanol, 2,4-dimethyl-,",0.05234934645755584,-0.05897194246881334,0.0066225960112572865
Propanoic acid,0.24588063052821385,0.0061912371997100086,-0.25207186772792184
"Propanoic acid, 2-methyl-",0.0412398024218023,-0.05613867087153346,0.014898868449733078
1-Octanol,-0.20607844052473498,0.2389379749509157,-0.032859534426182
2-Undecanone,-0.09605822257879928,0.02610391293790009,0.06995430964090016
"Benzoic acid, methyl ester",-0.08794649895403064,-0.08644409366368845,0.17439059261771805
Butyrolactone ,0.32569736408254096,0.010928882080021853,-0.3366262461625623
" Decanoic acid, ethyl ester",-0.15687609371333458,0.018554240169476578,0.13832185354385823
"Acetic acid, decyl ester",-0.11179939658109618,0.25112386781786833,-0.13932447123677247
2-Undecanol,-0.11826893282741376,0.035941358810819564,0.08232757401659503
"Butanoic acid, 3-methyl-",0.01563424850650697,-0.29194241447729335,0.27630816597078744
2-Dodecanone,0.18211830602166376,-0.041180063618368366,-0.14093824240329617
1-Decanol,-0.1455141594051396,0.2383984467088698,-0.0928842873037308
2-Tridecanone,0.043465730119813646,-0.01584395448111487,-0.027621775638698953
" Dodecanoic acid, ethyl ester",-0.09839994506467457,0.05074927234602271,0.047650672718652316
"1,4-Butanediol",0.32568892278348965,0.011129383033455719,-0.336818305816945
Phenylethyl Alcohol,-0.20851350370118985,0.15324735806093412,0.05526614564025469
"Acetophenone, 2'-amino-",0.007113333920196596,-0.15797078921993202,0.15085745529973674
2-Tridecanol,-0.01420576038474602,0.081689334031946,-0.06748357364719955
Tetradecanal,-0.049317184358867144,0.12609866787536772,-0.07678148351650045
1-Dodecanol,-0.15210869250734585,0.07241593406957993,0.07969275843776553
Methyl tetradecanoate,0.027063813275402485,0.0423203062211778,-0.06938411949657904
 2-Pentadecanone,0.10627221557176605,-0.012170455847963474,-0.09410175972380141
"Tetradecanoic acid, ethyl ester",-0.05582806814747309,0.12739332796291963,-0.07156525981544638
Hexadecanal,-0.005900953168083173,0.11365546207030157,-0.10775450890221762
n-Tridecan-1-ol,0.22297226410546112,-0.051850605332880516,-0.17112165877258054
1-Tetradecanol,-0.15437403163159813,0.08838927741787679,0.065984754213721
n-Pentadecanol,0.11699490888080831,-0.025747382876470628,-0.09124752600433743
 1-Hexadecanol,0.025284722569720138,0.05823159602825534,-0.08351631859797422
Indole,-0.20250582190006644,0.10202394788606298,0.10048187401400205
